text,Loaded Language,Name calling/Labeling,Smears,Appeal to fear/prejudice,Black-and-white Fallacy/Dictatorship,Exaggeration/Minimisation,Slogans,Misrepresentation of Someone's Position (Straw Man),"Obfuscation, Intentional vagueness, Confusion",Presenting Irrelevant Data (Red Herring),Whataboutism,Causal Oversimplification,Appeal to authority,Flag-waving,Doubt,Thought-terminating cliché,Bandwagon,Reductio ad hitlerum,Repetition,Glittering generalities (Virtue)
"TONIGHT, THERE IS A WOMAN IN AMERICA WHO HAS TO LIVE WITH THE FACT THAT THE NFL WILL HONOR HER RAPIST BY WEARING HIS NAME ON THEIR HELMETS",1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"IF YOU'RE WEARING A MASK BUT STILL EATING OUT AT RESTAURANTS, YOU'RE NOT AFRAID OF THE VIRUS, YOU'RE AFRAID OF YOUR GOVERNMENT.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"If you've never worn a mask for any one of the following: Common cold, Influenza, Diphtheria
Whooping Cough, Pneumonia Tuberculosis, bronchitis, pneumonia 
ask yourself, why are you wearing one now?
REALLY?",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"A LIBERALS GUIDE TO LABELING

NATIVE AMERICAN 
AFRICAN AMERICAN 
OPRESSED
COMPETENT 
HERO
SCIENTIST
EXPERT
MOSTLY PEACEFUL
FEMALE",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Did you know that every tire comes with a prebuilt GPS chip, so that you can be located in 5G networks?
If you don't want to be followed, you have to cut off the little antenna that sticks out.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Trump
Pence 2020
Keeping America Great!
",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
PRESIDENTIAL DEBATE 2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LET THE PEASANTS DO THEIR OWN HAIR,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"BIRDS

TURTLES

CRABS

HUMANS",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"HOW TO AVOID GETTING SHOT BY POLICE
1. Don't commit crime
2. Keep hands visible
3. Comply with commands
4. Don't resist arrest
5. Fight the charge in court. 
Not on the street.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"YOU GOTTA WONDER.

WHAT DID THESE BANANAS KNOW ABOUT THE CLINTONS?",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"IM NOT JUDGING...

I'M JUST SHOWING YOU PICTURES OF JACOB BLAKE",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"All socialism involves slavery.
That which fundamentally distinguishes the slave is that he labours under coercion to satisfy anothers desires.
Herbert Spender",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
The Brain Dead Bunch,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joe Biden spotted heading to the DNC Convention,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRUMP SCARES ME,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"""COME ON MAN, YOU KNOW THE THING.
JUST ASK MY WIFE JOE THE DOG FACED PONY.""",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"The President will once again be unreasonable and will refuse to sign our election reform bill
How can this country progress so long as Donald J. Trump is president.
He'll insist that voters...
1. Be a United States citizen.
2. Provide I.D. to prove citizenship.
3. Insure only one vote per person
4. Insure vote counts are correct.
5. Insure the voter is a living person.
6. States verify registratons are updated.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
WHEN THERE ARE NO POLICE MOST CRIMES WILL CARRY THE DEATH PENALTY,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"SORRY, I ONLY GROPE WOMEN",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Brilliant Trump Puts Himself On All Postage Stamps,
Forcing Democrats To Push For Abolishing USPS

THE TRUMP-STAMP

GREATEST PRESIDENT EVER",0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"WHAT THEY'RE THINKING

IS SHE MY WIFE OR MY SISTER? 

I'LL HAVE TO ASK HILLARY HOW TO MAKE IT LOOK LIKE AN ACCIDENT?",0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"NATIONAL ATTENTION

VS.

NOT GONNA MENTION WHAT HAPPENED MEDIA? 
YOU SUDDENLY GOT SO QUIET",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"He was supposed to start kindergarten on Monday... instead, he's being buried.
No protests for him.
No NBA players kneeling in his memory.
No politicians screaming for justice.
Just silence.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"White lives Matter

Justice for Cannon

Shot in his head riding his bike by a black man just for
being white!",1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"MEXICAN WORD OF THE DAY: NISSAN

WHEN KAMALA HARRIS GOT STARTED IN POLITICS, SHE
BURNED HER NISSAN THE CARPET",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SHE AIN'T BLACK.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BUT JOE SAID HE WOULD PICK A BLACK WOMAN,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"I am SO EXCITED that we get to watch Kamala Harris, who swore into congress as an ""Indian-American"", now play the ""I'm a black a woman"" card all the way until November.
Fun times ahead!",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"I'm Joe Biden, and I forgot this message",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I chose who???,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Brilliant picture proving what side Facebook is
really on. 
Turned their ""fact checkers"" off for this picture. 
The fake picture on the left is being allowed to circulate on social media, unchecked & unblocked. 
The real picture is of Trump & his daughter. 
Now someone tell me the mainstream media is not illegally controlled & there's no hidden agenda with Facebook etc.

FAKE",1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
When you get ice cream for going a whole day without saying something stupid,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEMOCRAT 2020 PLATFORM IN A SINGLE PHOTO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"My husband is a hero

THOUGHTS ON BILL CLINTON

MY HUSBAND IS A PEDO",1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"DEAR PLEXIGLAS...
THANK YOU, FOR PROTECTING ME FROM THE CASHIER THAT JUST, TOUCHED EVERYTHING I'M TAKING HOME.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Her choices of great role models - perverted misogynists, rapists and men who drug before they rape.
Nice.",1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JOE BIDEN'S LIFETIME ACCOMPLISHMENTS.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"ON A SCALE OF 1 TO 1984

HOW FREE DO YOU FEEL WHILE WEARING A MUZZLE IN A GROCERY STORE, WHILE FOLLOWING ARROWS ON THE FLOOR?
",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"WHEN YOUR POLITICAL AGENDA IS MORE IMPORTANT THAN THE PEOPLE YOU REPRESENT..
YOU HAVE BECOME A DANGER TO THE NATION.
THIS IS TODAY'S DEMOCRATIC PARTY.
",1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"Maybe the NFL should put this up in every locker room

THE FIRST AFRICAN-AMERICAN TO RECEIVE THE MEDAL OF HONOR IN THE CIVIL WAR WAS SGT. WILLIAM HARVEY CARNEY WHO, DESPITE BEING SHOT IN THE FACE, SHOULDERS, ARMS, AND LEGS, REFUSED TO LET THE AMERICAN FLAG TOUCH THE GROUND.
",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"Colin Kaepernick and his evil White Oppressors

Oh wait, those are his PARENTS!

",1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"LOOTING

An act performed in urban communities to honor a recently killed person that nobody knew but you tell people he was like a son

Proper looting etiquette dictates the underwear be fully visible at all times



",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"DisNEy

Hey America, look at who Disney just hired to teach your kids about American history. 
Think about that next time you overpay to visit Disneyland.
",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Welcome back to another episode of ""Things l'd Rather Do Than Listen to Nancy Pelosi""

",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"JOE BIDEN: I REGULARLY TAKE COGNITIVE TESTS

THE COGNITIVE TEST:
",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"NOT ONE POLITICIAN HAS DIED FROM THE VIRUS, LOST THEIR JOB, OR HAD THEIR BUSINESS LOOTED.

Y'ALL KNOW YOU'RE BEING PLAYED RIGHT?
",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"DEMOCRATIC CONGRESSWOMAN ALEXANDRIA ORTIZ CORTEZ REMOVING MASK TO BLOW COVID PARTICLES BUBBLES INTO LITTLE GIRLS FACE.

",1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"WATCH THE MEDIA BURY THIS STORY
Summer Taylor, a Non-Binary BLM activist was protesting on the freeway when she was fatally hit by this man

SUMMER TAYLOR

DAWIT KELETE

",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"BILL AND I ARE NOT MOVING TO ECUADOR.

GET IT DONE!

",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"A July 4th message from Joe:

Merry Christmas
",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"LOOK SON 
DEMOCRATS DESTROYING STATUES OF RACIST DEMOCRATS PUT THERE BY DEMOCRATS
",1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"ANYONE KNOW WERE THE JUSTICE DEPT. IS HOLDING GHISLAINE MAXWELL????
ASKING FOR A FRIEND
",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"You can place your bets with me :
Will it be
A: Suicide
B: Covid-19
C: Murder by inmate
",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Ghislaine Maxwell Arrested:

Suicide Hotline, how can I help you?

I'd like to place an order!
",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"FBI Hires Top-Rated Italian Bodyguard Hiluigi Clintonelli To Protect Ghislaine Maxwell
",0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"WHEN WILL WE TAKE DOWN THESE MONUMENTS OF SLAVERY
",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Blocking a HWY doesn't impress me. 
Want to impress me? 
Y'all go block a train track.
",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"• THEY CLOSED YOUR BUSINESS.
• THEY CLOSED YOUR CHURCH.
• THEY CLOSED YOUR PARKS.
• THEY CLOSED YOUR BEACHES.
• THEY BANNED FUNERALS.
• THEY BANNED GRADUATIONS.
• THEY MADE YOU WEAR MASKS.
• THEY BANNED DADS IN DELIVERY ROOMS.
• BUT THEY ALLOW THIS.
YOU WERE PLAYED.
",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"OH GOSH!
SOMEONE SPILLED A TRUCKLOAD OF ASSHOLES!
",1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"SO I THINK WE CAN ALL AGREE THAT SWITCHING FROM ASS WHOOPINGS TO TIME OUTS DIDN'T HAVE THE OUTCOME WE HAD HOPED FOR.
",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
"FEAR OF RIOTS IS ON THE DECLINE
SWITCH BACK TO CORONA

SWITCH BACK TO CORONA!
",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"I planned to go fishing today but some racist put a noose in my tackle box.
",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"WANNA TAKE STATUES DOWN?

START WITH THIS USELESS MOTHERFUCKER RIGHT HERE!
",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"KNOW WHAT ELSE THEY DIDNT FIND IN WALLACES GARAGE?

A TROPHY

",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"It's a garage door rope and been proven that it's been
there for years.

Obviously it's a noose and put there because I'm black.

",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"AND THERE I WAS, IN A NASCAR.
GARAGE, BEING THE TARGET OF RACISTS
",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"STILL MORE COHERENT THAN JOE BIDEN
",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"WE'RE GOING TO TRY THE HILLARY CAMPAIGN AGAIN, BUT WITHA MAN THIS TIME AND HERE'S THE TWIST:
HE'S COMPLETELY INCOHERENT.

JOE
2020

",0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"BRETT HAS OBVIOUSLY HAD A FEW TOO MANY CONCUSSIONS COMPARING COLIN KAEPERNICK TO PAT TILLMAN

",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"The left: If Trump holds his Tulsa rally thousands will die!
Also the left:
",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"INSTEAD OF HANDS UP
DON'T SHOOT

HOW ABOUT PULL YOUR PANTS UP DON'T LOOT
",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"ARMED ROBBERY IN PROGRESS? 
SHOTS FIRED?

LET ME SEND AN EMAIL TO THE MAYOR AND CITY COUNCIL MEMBERS TO SEE HOW I SHOULD RESPOND.
HOPE THEY GET BACK TO ME SINCE ITS SUNDAY AFTERNOON.

",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"THE BIDEN TRAIN
",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"How Antifa sees themselves

How real Americans see Antifa
",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"Democrats Clarify That Black Lives Will Only Matter Until November
",0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"MY NAME IS CHUCK. 
I AM A WORTHLESS PIECE OF SHIT THAT HAS MILKED AMERICA FOR MY WHOLE CAREER. 
I HAVE NOT DONE ANYTHING FOR THIS COUNTRY.
I AM A TRUE DEMOCRAT.
",1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"This is fine

This is fine

This is fine

Nope, COVID
",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"I can't breath but don't worry, I'm white.
",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Who is this Aunt Tiffa

I wonder what she smells like
",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"The 54th Massachusetts Regiment Memorial vandalized by Black Lives Matter this week

The 54th Massachusetts Regiment
",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"IF WE CAN DO THIS

THEN WE CAN DO THIS
",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"thousand protersters saying fuck the police. 
hundreds call 911 when a truck shows up. 
ironic

",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"A FRIENDLY REMINDER...

FERGUSON

BALTIMORE

MILWAUKEE

CHARLOTTE

IN CASE Y'ALL FORGOT !
",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"TONY TIMPA
KILLED BY POLICE BRUTALITY
- AFTER THE POLICEMAN HAD 13 MINUTES KNEE ON HIS BACK/ABOVE HIS LUNGS AND THEY WERE JOKING THAT HE PASSED AFTER
O FUCKS GIVEN BY PPL

GEORGE FLOYD
KILLED BY POLICE BRUTALITY
- AFTER THE POLICEMAN HAD A KNEE ON HIS NECK FOR 8 MINUTES
ABSOLUTE MAD PROTESTS

TWO SAME SITUATION - TWO DIFFERENT REACTS FROM AMERICAN SOCIETY
",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"When police departments are defunded:
Caller: Help! Someone's breaking into my house!
911 operator: Stay calm sir. 
We are sending you our thoughts and prayers right now.
",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"So, we can all gather to do this..

BUT NOT TO DO THIS???
",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"I WENT TO A PETTING ZOO YESTERDAY.

THAT WAS AN ELEMENTARY SCHOOL JOE
",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"WE SEEM TO BE MOVING STEADILY IN THE DIRECTION OF A SOCIETY WHERE NO ONE IS RESPONSIBLE FOR WHAT HE HIMSELF DID BUT WE ARE ALL RESPONSIBLE FOR WHAT SOMEBODY ELSE DID, EITHER IN THE PRESENT OR IN THE PAST.
THOMAS SOWELL
",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"I could sit here all day and still be full of shit.
",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"The devil bowed her head
Because she knew that she'd been beat
And she laid that golden pen
On the ground at Donald's feet
Donald said, ""Nancy, just come on back
If you ever want to try again
I done told you once you drunk old bat
I'm still your PRESIDENT""
",1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"LET ME BLOW IN YOUR EAR..

THAT'S AWESOME!
THANKS FOR THE REFILL!
",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"LET ME GET THIS STRAIGHT.

YOU KNOW BILL GATES OPENLY STATED VACCINES WILL BE USED TO DEPOPULATE THE WORLD 10%-15%, THAT HE RAN PANDEMIC DRILLS IN OCTOBER CALLED EVENT 201, HE ALREADY HAD A CORONA VACCINE PATENT.....
AND YOU'RE STILL GOING TO TAKE HIS VACCINE?
ARE YOU FUCKING INSANE 
",1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"In an effort to level the playing field, Barron Trump will debate Joe Biden
",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"SORRY, BUT I DON'T LISTEN TO ANTI-GUN LECTURES FROM PEOPLE WHO THINK IT'S OK TO KILL A BABY.",1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"SO WHAT DID YOU LEARN AT HOME DURING THE PANDEMIC?

I'm a boy!

I'm a girl!

Nuke Goddam China!

",1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"I AND I ALONE CONTROL YOUR WORLDS CLIMATE.
NOW SHUT THE FUCK UP OR I'LL FRY YOUR ASSES.
",1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"ON MY WAY BACK TO THE WHITE HOUSE

MR. TRUMP NEEDS ME
AMERICA NEEDS ME
",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
